date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:29	19188/19188	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20May%202020%2000:01:28%20GMT	https://validthemes.live//themeforest/digilab/assets/js/popper.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/popper.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:30	60010/60010	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2003%20Apr%202020%2007:46:26%20GMT	https://validthemes.live//themeforest/digilab/assets/js/bootstrap.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/bootstrap.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:30	1327/1327	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live//themeforest/digilab/assets/js/equal-height.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/equal-height.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:30	4474/4474	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live//themeforest/digilab/assets/js/jquery.appear.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/jquery.appear.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:31	5599/5599	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live//themeforest/digilab/assets/js/jquery.easing.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/jquery.easing.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:31	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live//themeforest/digilab/assets/js/jquery.magnific-popup.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/jquery.magnific-popup.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:32	15253/15253	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live//themeforest/digilab/assets/js/modernizr.custom.13711.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/modernizr.custom.13711.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:32	42767/42767	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live//themeforest/digilab/assets/js/owl.carousel.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/owl.carousel.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:32	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:22%20GMT	https://validthemes.live//themeforest/digilab/assets/js/wow.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/wow.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
11:00:33	462/462	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Aug%202018%2023:45:20%20GMT	https://validthemes.live//themeforest/digilab/assets/js/progress-bar.min.js	C:/Users/sumit/Desktop/projects/WEB3_connect_bhopal/web3_event_bhopal/validthemes.live/themeforest/digilab/assets/js/progress-bar.min.js	(from https://validthemes.live//themeforest/digilab/index-1.html)
